Title,genres,rating,topcast,details
Familie Hitler - Im Schatten des Diktators (2005) ,Documentary Biography History ,6.8,"Oliver Halmburger, Thomas Staehler, Oliver Halmburger"," Country: Germany  Language: German , English  Production Co:  Loopfilm, Channel 4, History Channel                    Color: Color  Aspect Ratio: 4 x 3     "
Meine berühmten Freundinnen (1967) ,Documentary Biography ,not rated,"Wolfgang Schwade, Hubert von Meyerinck, Hubert von Meyerinck", Country: West Germany  Language: German  Release Date: 26 March 1967 (West Germany)                      Color:  Black and White 
"Vauban, la sueur épargne le sang (2012) ",Documentary Biography Drama ,7.0,"Pascal Cuissot, Pascal Cuissot, Marc-Olivier Louveau"," Country: France , Luxembourg  Language: French  Release Date: 10 March 2012 (France)             Also Known As: Vauban                 Production Co:  ARTE, Le Miroir, Mélusine Productions                    Runtime: 90 min  Color: Color "
Moscone: A Legacy of Change (2018) ,Documentary Biography ,8.3,"Nat Katzman, Stephen Talbot, Willie Brown"," Official Sites: Official site, PBS video    Country: USA  Language: English  Release Date: 5 November 2018 (USA)             Production Co:  University of the Pacific                    Runtime: 60 min  Color: Color "
The Hero's Hero: The Forgotten Life of William Barker (2003) ,Documentary Biography History ,not rated,"Michael MacDonald, Michael MacDonald, William George Barker"," Country: Canada  Language: English  Release Date: 19 March 2003 (Canada)             Budget:CAD270,000             (estimated)  Production Co:  Ocean Entertainment Limited                    Sound Mix: Stereo  Color:  Black and White , Color  Aspect Ratio: 1.33 : 1     "
Echoes from the White House (2001) ,Documentary Biography ,7.8,"Philip Kunhardt III, Philip Kunhardt Jr."," Country: USA  Language: Spanish  Release Date: 17 September 2001 (USA)             Production Co:  Kunhardt Films, Thirteen / WNET, WETA                    Color: Color "
Elizabeth Taylor - An Intimate Portrait (1975) ,Documentary Biography ,6.3,"Pat Shields, Al Ramrus, Peter Lawford"," Country: USA  Language: English  Release Date: 30 April 1975 (USA)             Also Known As: Elizabeth Taylor: An Intimate Portrait                 Production Co:  Jack Haley Jr. Productions                    Runtime: 67 min  Color:  Black and White , Color  Aspect Ratio: 4:3     "
Max Liebermann: Der Weg in die Moderne (2019) ,Documentary Biography ,not rated,"Susanne Brand, Susanne Brand, Max Liebermann", Country: Germany  Language: German  Release Date: 1 September 2019 (Germany)             Also Known As: Max Liebermann: Impressionniste et réaliste                 Production Co:  Lona.media Filmproduktion                    Runtime: 53 min  Color: Color  Aspect Ratio: 16 : 9     
The Science of Lance Armstrong (2005) ,Documentary Biography Sport ,6.3,"Martin Canellakis, Martin Canellakis, Lance Armstrong", Country: USA  Language: English  Release Date: 27 June 2005 (USA)             Production Co:  Rivet Entertainment LLC                    Color: Color  Aspect Ratio: 1.78 : 1     
The Struggle Is My Life: Nelson Mandela 1918 - 2013 (2013) ,Documentary Biography ,not rated,"Niel Barnard, F.W. de Klerk, Jesse Jackson", Country: UK  Language: English  Release Date: 6 December 2013 (UK)             Also Known As: Νέλσον Μαντέλα: Ο αγώνας είναι η ζωή μου                 Production Co:  Darlow Smithson Productions                    Runtime: 60 min             (original)      Color: Color (HD)    
O Tsitsanis tis Thessalonikis (2012) ,Documentary Biography ,not rated,"Giannis Saniotis, Giorgios Skabardonis, Vasilis Tsitsanis", Country: Greece  Language: Greek  Release Date: 20 February 2012 (Greece)             Production Co:  ET-3                    Runtime: 60 min  Color: Color 
It Takes Two: The Story of the Pop Duo (2002) ,Documentary Biography Music ,not rated,"Jenny Ash, Don Everly, Phil Everly", Country: UK  Language: English  Release Date: 5 May 2002 (UK)                      Runtime: 60 min  Color: Color 
Spike (1996) ,Documentary Biography ,7.9,"Spike Milligan, John Antrobus, Michael Bentine", Country: UK  Language: English  Production Co:  British Broadcasting Corporation (BBC)                    Color: Color 
Ariane Mnouchkine: L'aventure du théâtre du Soleil (2009) ,Documentary Biography ,not rated,-, Country: France  Language: French  Release Date: 26 November 2009 (France)             Also Known As: Ariane Mnouchkine mit Leib und Seele                          Runtime: 74 min  Color: Color 
Diether mit 'h' Krebs (2007) ,Documentary Biography ,not rated,"Rüdiger Daniel, Winni Gahlen, Diether Krebs", Country: Germany  Language: German  Release Date: 3 August 2007 (Germany)                      Color: Color 
Iso D: Legenda (1997) ,Documentary Biography Music ,not rated,"Roy Harkimo, Roy Harkimo, Armi Aavikko"," Country: Finland  Language: Finnish  Release Date: 1 January 1997 (Finland)             Also Known As: Ison D:n tarina                 Production Co:  Roykino Oy, AVEK, ESEK                    Runtime: 51 min  Sound Mix: Stereo  Color: Color  Aspect Ratio: 4:3     "
Lilos Lachen (2019) ,Documentary Biography ,8.3,"Jan Tenhaven, Jan Tenhaven, Liselotte Pulver"," Official Sites: Das Erste [Germany]    Country: Germany  Language: German  Release Date: 6 October 2019 (Germany)             Also Known As: Lilos Lachen - Das erstaunliche Leben der Liselotte Pulver                 Production Co:  ECO Media GmbH, Norddeutscher Rundfunk (NDR)                    Runtime: 60 min  Color: Color  Aspect Ratio: 16:9 HD     "
People Profiles: Steven Spielberg (1999) ,Documentary Biography ,5.1,-, Country: USA  Language: English  Production Co:  Cable News Network (CNN)                    Color: Color 
The Green Monster (1999) ,Documentary Biography ,7.7,-," Official Sites: PBS [United States]    Country: Canada , USA  Language: English          "
All About Bette (1994) ,Documentary Biography ,8.3,"Susan F. Walker, David Ansen, Jodie Foster", Country: USA  Language: English  Release Date: 17 July 1994 (USA)             Also Known As: Alles über Bette Davis                 Production Co:  Turner Pictures (I)                    Runtime: 48 min             (TCM print)      Sound Mix: Mono  Color: Color 
The Healing Prophet: Solanus Casey (2006) ,Documentary Biography ,not rated,-," Country: USA  Language: English  Release Date: 16 December 2006 (USA)             Filming Locations: Detroit, Michigan, USA  Production Co:  Brimstone Media Productions LLC                    Color: Color "
Pour l'honneur (1991) ,Documentary Biography History ,not rated,-, Country: France  Language: French  Release Date: 1991 (France)             Production Co:  BQHL Productions                    Runtime: 51 min  Color: Color  Aspect Ratio: 4:3     
Definitely Dusty (1999) ,Documentary Biography Music ,7.9,"Serena Cross, Dusty Springfield, Burt Bacharach"," Country: UK  Language: English  Production Co:  British Broadcasting Corporation (BBC), NVC Arts                    Runtime: 60 min  Sound Mix: Stereo  Color: Color "
In Between: Isang Yun in North and South Korea (2014) ,Documentary Biography History ,6.4,"Maria Stodtmeier, Maria Stodtmeier, Hjunju Baek"," Official Sites: Official site    Country: Germany , North Korea , South Korea  Language: German  Also Known As: Isang Yun, kahdessa Koreassa                 Filming Locations: North Korea                    Runtime: 60 min  Color: Color "
Richard III: The New Evidence (2014) ,Documentary Biography History ,7.2,"Gary Johnstone, Christopher Eccleston, Richard Buckley", Official Sites: Official Site    Country: UK  Language: English  Release Date: 2014 (UK)                      Runtime: 54 min  Color: Color 
being father elvis (2017) ,Documentary Biography Musical ,not rated,"Paolo Cammarano, Federico Minetti, Paolo Cammarano"," Country: Italy , Romania  Language: Italian  Also Known As: Essere Don Elvis                          Runtime: 60 min  Color: Color "
Ayrton Senna: L'Immortale (2004) ,Documentary Biography Sport ,not rated,-, Country: Italy  Language: Italian  Release Date: 2004 (Italy)             Production Co:  Sky Sports                    Color: Color 
Signature: George C. Wolfe (1997) ,Documentary Biography ,not rated,"Paul Wagner, George C. Wolfe, Gregory Hines", Country: USA  Language: English  Release Date: 28 February 1997 (USA)                      Runtime: 57 min  Color: Color 
Merce Cunningham: La danse en héritage (2012) ,Documentary Biography ,not rated,"Marie-Hélène Rebois, Merce Cunningham, Lionel Lingelser", Country: France  Language: French  Release Date: 2012 (France)             Also Known As: Merce Cunningham: Tanz als Vermächtnis                 Production Co:  Centre Pompidou                    Runtime: 56 min  Color: Color  Aspect Ratio: 16 : 9     
"Arletty, Lady Paname (2007) ",Documentary Biography ,7.6,"Philippe Pouchain, Yves Riou, Philippe Pouchain"," Country: France  Language: French  Release Date: 16 July 2007 (France)             Production Co:  Cinétévé, INA-France, Lobster Films                    Runtime: 52 min  Color: Color "
Herbert von Karajan 1908-1989 (1999) ,Documentary Biography Music ,6.9,"Gernot Friedel, Herbert von Karajan, Mirella Freni"," Country: Austria , Germany , UK  Language: English , German  Production Co:  Herbert von Karajan Centrum Wien, Music Productions Ges.m.b.H., Österreichischer Rundfunk (ORF)                    Runtime: 90 min  Sound Mix: Stereo  Color:  Black and White , Color "
Lykketoft finale (2005) ,Documentary Biography ,7.0,"Christoffer Guldbrandsen, Christoffer Guldbrandsen, Michael Jeppesen"," Official Sites: DR [Germany]    Country: Denmark  Language: Danish  Release Date: 22 May 2005 (Denmark)             Also Known As: DR-Dokumentar: Lykketoft finale                 Filming Locations: Atletion, Århus, Jylland, Denmark           Production Co:  Cosmo Film, Danmarks Radio (DR)                    Color:  Black and White (archive footage), Color "
Casper och den förbjudna filmen (2009) ,Documentary Biography ,not rated,"Klas Fransberg, Ulrika Bengts, Klas Fransberg"," Country: Finland  Language: Swedish , Finnish , English , Norwegian  Release Date: 14 December 2009 (Finland)             Also Known As: Casper ja kielletty elokuva                 Production Co:  Långfilm Productions Finland Oy                    Runtime: 55 min  Color: Color  Aspect Ratio: 1.78 : 1     "
Teddy: In His Own Words (2009) ,Documentary Biography ,7.3,-," Official Sites: Official site    Country: USA  Language: English  Release Date: 13 July 2009 (USA)             Production Co:  HBO Documentary Films, Kunhardt Films, McGee Media                    Color: Color "
Young Beautiful and Vanished: 15 Unthinkable Crimes (2009) ,Documentary Biography Crime ,not rated,"Hillary Heath, Kimberly Guilfoyle, Kara Kopetsky"," Country: USA  Language: English  Release Date: 26 August 2009 (USA)             Budget:$90,000             (estimated)  Production Co:  E! Entertainment Television                    Color: Color (original version)    "
"Jean-Louis Trintignant, pourquoi que je vis (2012) ",Documentary Biography ,7.7,"Serge Korber, Jean-Louis Trintignant, Costa-Gavras", Country: France  Language: French  Release Date: 21 May 2012 (France)             Also Known As: Jean-Louis Trintignant - Warum ich lebe                 Production Co:  ARTE                    Runtime: 90 min  Color: Color 
Verdens morsomste mand (2008) ,Documentary Biography ,7.8,"Mads Baastrup, Mads Baastrup, Sarah von Essen"," Country: Denmark , USA  Language: Danish , English  Release Date: 30 December 2008 (Denmark)             Also Known As: The World's Funniest Man                 Filming Locations: Frydenlund, Vedbæk, Sjælland, Denmark  Production Co:  Danmarks Radio (DR), Borge Production, Nordvision                    Runtime: 57 min  Sound Mix: Mono  Color: Color  Aspect Ratio: 1.78 : 1     "
Harp Dreams (2010) ,Documentary Biography Music ,6.4,-," Country: USA  Language: English , Russian , Japanese , French  Release Date: 23 June 2010 (USA)             Production Co:  WTIU Public Television                    Color: Color "
Sensational Shocking Wonderful Wacky 70's (1980) ,Documentary Biography Music ,not rated,"Jeff Margolis, Hank Aaron, Woody Allen", Official Sites: Jeff Margolis Productions    Country: USA  Language: English  Release Date: 4 January 1980 (USA)             Production Co:  Variety                    Runtime: 120 min  Color: Color  Aspect Ratio: 1.33 : 1     
Searching for Michael Cimino (2003) ,Documentary Biography ,not rated,-," Country: USA  Language: English  Release Date: 1 May 2003 (USA)             Production Co:  American Movie Classics (AMC), Bluprint Films, Michael's Angels Films                    Color: Color "
Oprah's Roots: An African American Lives Special (2007) ,Documentary Biography ,7.1,"Graham Judd, Henry Louis Gates Jr., Henry Louis Gates Jr."," Country: USA  Language: English  Release Date: 24 January 2007 (USA)             Production Co:  Kunhardt Films, McGee Media                    Color: Color "
East of Main Street (2011) ,Documentary Biography ,not rated,"Jonathan Yi, Apl.de.Ap, Krista Lepore"," Country: USA  Language: English  Release Date: 2 May 2011 (USA)             Production Co:  EyePatch Productions, Home Box Office (HBO)                    Sound Mix: Stereo  Color: Color (HD), Color  Aspect Ratio: 1.78 : 1     "
Vincent van Gogh Superstar (2019) ,Documentary Biography ,5.6,-, Country: Germany  Language: German  Release Date: 27 October 2019 (Germany)             Also Known As: Vincent Van Gogh superstar                 Production Co:  Hessischer Rundfunk (HR)                    Runtime: 53 min  Color: Color  Aspect Ratio: 16 : 9     
Friedrich II. - Der Staufer: Der ewige Kampf mit dem Papst (2019) ,Documentary Biography History ,6.6,"Markus Augé, Markus Augé, Knut Görich", Country: Germany  Language: German  Release Date: 15 November 2019 (Germany)             Also Known As: Frédéric II: La splendeur du Saint-Empire                 Production Co:  Florianfilm GmbH                    Runtime: 53 min  Color: Color  Aspect Ratio: 16 : 9     
Uli Hoeneß - Der Patriarch (2015) ,Documentary Biography Drama ,5.6,"Christian Twente, Annette Ramelsberger, Juan Moreno"," Country: Germany  Language: German  Release Date: 27 August 2015 (Germany)             Also Known As: Uli Hoeneß - Ein Leben auf der Bank                 Production Co:  AVE Gesellschaft für Fernsehproduktion, Zweites Deutsches Fernsehen (ZDF)                    Runtime: 88 min             (TV)      Color: Color (HD)    "
J. Karjalainen: Beibi ollaan ikuisii (2018) ,Documentary Biography Music ,7.7,"Antti Leino, Antti Isoaho, Pekka Laine", Country: Finland  Language: Finnish  Release Date: 29 December 2018 (Finland)             Also Known As: J. Karjalainen: 'Beibi ollaan ikuisii'                 Production Co:  Yleisradio (YLE)                    Runtime: 70 min  Sound Mix: Stereo  Color: Color  Aspect Ratio: 16:9 HD     
Stan Collymore: Confessions of a Premiership Footballer (2004) ,Documentary Biography Sport ,not rated,"John Moulson, Stan Collymore, Sophie Okonedo"," Country: UK  Language: English  Release Date: 10 October 2004 (UK)             Filming Locations: Anfield Stadium, Anfield, Liverpool, Merseyside, England, UK                    Runtime: 45 min  Sound Mix: Stereo  Color: Color "
Fernando Lopes-Graça (2006) ,Documentary Biography Music ,not rated,"Graça Castanheira, Graça Castanheira, Ana Bela Chaves"," Country: Portugal  Language: Portuguese  Release Date: 8 December 2006 (Portugal)             Budget:EUR200,000             (estimated)  Production Co:  Instituto das Artes, Radiotelevisão Portuguesa (RTP), Valentim de Carvalho Televisão                    Runtime: 50 min             (original)      Sound Mix: Stereo (RCA Sound System)     Color:  Black and White (archive footage), Color (DV 24p)     Aspect Ratio: 1.37 : 1     "
Max Planck: Umsturz mit Melancholie (2008) ,Documentary Biography ,not rated,-," Country: Germany  Language: German  Release Date: 9 April 2008 (Germany)             Filming Locations: Grunewald, Berlin, Germany                    Runtime: 45 min  Color: Color "
"Tony Curtis, le gamin du Bronx (2011) ",Documentary Biography ,6.3,"Ian Ayres, Ian Ayres, Tony Curtis", Country: France  Language: French  Release Date: 2011 (France)             Also Known As: Tony Curtis - Der Kerl aus der Bronx                 Production Co:  French Connection Films                    Runtime: 56 min  Color: Color  Aspect Ratio: 16 : 9     
Girls in Popsongs (2011) ,Documentary Biography Music ,not rated,"Markus Heidingsfelder, Sharona Alperin, Fred Fassert"," Official Sites: Official site    Country: Germany  Release Date: 26 July 2011 (Germany)             Production Co:  ARTE, Rundfunk Berlin-Brandenburg (RBB), Spoonfilm Medienproduktion GmbH                    Runtime: 55 min  Color: Color "
Bahram Beyzaie: A Mosaic of Metaphors (2019) ,Documentary Biography ,not rated,"Bahman Maghsoudlou, Bahman Maghsoudlou, Esmail Nooriala"," Official Sites: Official site    Country: USA , Iran , Sweden  Language: Persian           Runtime: 67 min  Color: Color "
Bem (1985) ,Documentary Biography History ,not rated,"Béla Kovács, Sándor Novobáczky, Wieslaw Fijalkowski"," Country: Hungary , Poland , Austria  Language: Hungarian  Release Date: 1985 (Hungary)             Production Co:  Magyar Televízió, Poltel (CWPiFTV), Satel Film                    Color: Color "
Boris Becker - I Did It My Way (1999) ,Documentary Biography Sport ,not rated,-, Country: Germany           Color: Color 
Farah Diba Pahlavi: Die letzte Kaiserin (2018) ,Documentary Biography ,5.9,"Gero von Boehm, Gero von Boehm, Farah Pahlavi"," Country: Germany  Language: German  Release Date: 2018 (Germany)             Also Known As: Farah Diba Pahlavi, la dernière impératrice                 Production Co:  Interscience Film                    Runtime: 53 min  Color: Color  Aspect Ratio: 16 : 9     "
Gore Vidal (1995) ,Documentary Biography ,7.0,-, Country: USA  Language: English  Release Date: 12 October 1995 (USA)             Also Known As: Gore Vidal's Gore Vidal                          Color: Color 
Once Upon a Time When Robin Hood Grew Old (2016) ,Documentary Biography ,not rated,-, Country: Taiwan  Language: Min Nan  Release Date: May 2016 (Taiwan)             Also Known As: 就是這個聲音                          Runtime: 60 min  Color: Color 
I Was a Boy in Belsen (2009) ,Documentary Biography ,not rated,-," Official Sites: official site    Country: Ireland  Language: English  Release Date: 18 January 2009 (Ireland)             Filming Locations: Dublin, Ireland           Budget:EUR500,000             (estimated)  Production Co:  Praxis Pictures                    Color:  Black and White "
Greta Garbo: A Lone Star (2001) ,Documentary Biography ,8.3,"Steve Cole, Lauren Bacall, Ty Burr"," Country: UK , USA  Language: English  Release Date: 4 September 2001 (USA)             Also Known As: Greta Garbo - Ein Leben                 Production Co:  Iambic Productions, London Weekend Television (LWT)                    Runtime: 45 min  Sound Mix: Stereo  Color:  Black and White , Color "
Ayrton Senna do Brasil (2014) ,Documentary Biography Sport ,9.5,"Ernesto Rodrigues, Ernesto Rodrigues, Ayrton Senna", Country: Brazil  Language: Portuguese  Release Date: 6 April 2014 (Brazil)             Production Co:  Rede Globo de Televisão                    Color: Color 
Steve Reich: City Life (1995) ,Documentary Biography Music ,8.4,"Manfred Waffender, Manfred Waffender, Steve Reich", Country: Germany  Language: English  Release Date: 1995 (Germany)             Also Known As: Steve Reich's City Life                          Runtime: 60 min  Color: Color 
Jiang Qing - Madame Mao (2002) ,Documentary Biography ,not rated,"Dayong Zhao, Qing Jiang, Zedong Mao"," Official Sites: Official website    Country: Taiwan  Language: Mandarin  Release Date: 1 March 2002 (Hong Kong)             Production Co:  Chinese Shadows                    Runtime: 84 min             (original)      Color: Color ,  Black and White "
Charlie Chaplin - Der Komponist (2018) ,Documentary Biography ,7.0,"Dominik Wessely, Timothy Brock, Charles Chaplin"," Country: Germany  Language: German  Release Date: 2018 (Germany)             Also Known As: Charlie Chaplin, le compositeur                 Production Co:  Salve TV                    Runtime: 53 min  Color: Color  Aspect Ratio: 16 : 9     "
"Yevgeny Khaldei, photographer under Stalin (1997) ",Documentary Biography ,not rated,"Marc-Henri Wajnberg, Marc-Henri Wajnberg, Lew Bezymenskij", Country: Belgium  Language: Russian  Release Date: August 1997 (Italy)             Production Co:  Wajnbrosse Productions                    Runtime: 64 min  Color: Color  Aspect Ratio: 16 : 9     
Breaking Bad Wolf (2018) ,Documentary Biography ,5.6,"Mikhail Barynin, Konstantin Rozhkov, John 'BadVolf' Mark Dougan"," Official Sites: RT Documentary Channel    Country: Russia , USA  Language: English , Russian  Release Date: 12 July 2018 (USA)             Filming Locations: Palm Beach, Florida, USA           Budget:$246,200             (estimated)  Production Co:  RT Documentary                    Runtime: 51 min  Color: Color (HD)     Aspect Ratio: 16:9 HD     "
The Choreographer (2011) ,Documentary Biography Music ,not rated,-, Country: USA  Language: English  Release Date: November 2011 (USA)                      Runtime: 56 min  Color: Color 
"Da musste jetzt durch, Jünta! Der Schauspieler Günter Lamprecht (2010) ",Documentary Biography ,not rated,"Dagmar Wittmers, Dagmar Wittmers, Günter Lamprecht", Country: Germany  Language: German  Release Date: 16 January 2010 (Germany)             Production Co:  Rundfunk Berlin-Brandenburg (RBB)                    Color: Color 
Harald Szeemann: Notes on the life of a dreamer (2016) ,Documentary Biography ,not rated,"Giorgio Marino, Giorgio Marino, Tahnee Drago"," Country: Italy , Germany , Hungary , Switzerland  Language: Italian           Runtime: 61 min  Color: Color "
The Unforgettable Eric Morecambe (2001) ,Documentary Biography ,not rated,"Charles Boyd, Daniel Abineri, Joan Morecambe", Country: UK  Language: English  Release Date: 2 November 2001 (UK)             Production Co:  Chrysalis Entertainment                    Runtime: 60 min  Color: Color 
"Marie Curie, au-delà du mythe (2011) ",Documentary Biography ,6.8,"Michel Vuillermet, Géraldine Bergé, Nathalie Huchette"," Country: France  Language: French  Release Date: 15 October 2011 (France)             Also Known As: Maria Curie, pera apo to mytho                 Production Co:  ARTE, CNRS Images, Films d'un Jour, Les                    Sound Mix: Stereo  Color: Color "
Alejandra Guzmán: La trayectoria (2006) ,Documentary Biography Music ,not rated,"Juan Calderon, Rene Franco, Alejandra Guzmán", Country: Mexico  Language: Spanish  Release Date: 2006 (Mexico)             Filming Locations: Mexico  Production Co:  Televisa S.A. de C.V.                    Runtime: 60 min  Color: Color 
Hugh Hefner: American Playboy Revisited (1998) ,Documentary Biography ,7.8,"Kevin Burns, Ken Warun, Hugh Hefner"," Country: USA  Language: English  Release Date: 1998 (USA)             Budget:$450,000             (estimated)  Production Co:  Foxstar Productions                    Runtime: 93 min  Color: Color  Aspect Ratio: 1.33 : 1     "
The Life and Death of Princess Diana (1998) ,Documentary Biography ,not rated,-, Language: English  Release Date: 31 August 1998 (USA)             Also Known As: Time and Again: The Life and Death of Princess Diana                          Color: Color 
"The Lost Paradise: Arvo Pärt, Robert Wilson (2015) ",Documentary Biography Music ,7.4,"Günter Atteln, Günter Atteln, Sofiya Gubaydulina"," Official Sites: Official site    Country: Estonia , Germany , Denmark , Italy , Japan  Language: Estonian , English , German , Russian  Also Known As: Arvo Pärtin matkassa                 Production Co:  Accentus Music, Eesti Rahvusringhääling, Westdeutscher Rundfunk (WDR)                    Runtime: 56 min  Color: Color "
Kobieta pracujaca (2006) ,Documentary Biography ,not rated,"Elzbieta Protakiewicz, Elzbieta Protakiewicz, Irena Kwiatkowska", Country: Poland  Language: Polish  Release Date: 2006 (Poland)             Production Co:  Telewizja Polska - Agencja Produkcji Audycji Telewizyjnych                    Runtime: 50 min  Color: Color 
The King of Capitalism: Thomas Watson and IBM (2002) ,Documentary Biography ,not rated,-," Official Sites: BBC [UK]    Country: UK  Language: English  Release Date: 8 July 2002 (UK)             Also Known As: Thomas Watson - kapitalismin kuningas                 Production Co:  British Broadcasting Corporation (BBC), October Films                    Sound Mix: Stereo  Color:  Black and White (archive materials), Color "
Sting: Beyond the Police (2017) ,Documentary Biography ,not rated,"Stewart Copeland, Jools Holland, Rhani Krija", Country: Germany  Language: German  Release Date: 2017 (Germany)             Also Known As: Sting: Portrait d'un Englishman                 Production Co:  Intact Produktion & Verlag                    Runtime: 59 min  Color: Color  Aspect Ratio: 16 : 9     
David Beckham: Close Up (2002) ,Documentary Biography Sport ,7.6,"Ian Denyer, Mark Parkin, Jamie Redknapp", Country: UK  Language: English  Release Date: 27 January 2002 (UK)                      Color: Color 
Darcey Bussell: My Life on the BBC (2016) ,Documentary Biography ,7.2,"Roberto Bolle, Graham Bond, Darcey Bussell", Official Sites: Official Site    Country: UK  Language: English  Release Date: 23 December 2016 (UK)             Production Co:  BBC Studios                    Runtime: 60 min  Sound Mix: Stereo  Color: Color 
Jimmy Buffett: Buried Treasure (2018) ,Documentary Biography Music ,not rated,"Stan Kellam, Albert Spevak, Jimmy Buffett", Official Sites: PBS Pressroom; link there to press release    Country: USA  Language: English  Release Date: 3 March 2018 (USA)             Production Co:  Ambassador Entertainment                    Color: Color 
Buffy Sainte-Marie: A Multimedia Life (2006) ,Documentary Biography War ,7.8,"Joan Prowse, John Einarson, Eric Andersen"," Official Sites: Official site    Country: Finland , Canada , USA  Language: English  Release Date: November 2006 (Canada)             Production Co:  Cinefocus, Paquin Entertainment Group, Yleisradio (YLE)                    Runtime: 58 min  Color: Color "
Ein Abend für Armin Mueller-Stahl (2016) ,Documentary Biography ,not rated,"Heike Sittner, Iris Berben, Winfried Glatzeder", Country: Germany  Language: German  Release Date: 27 November 2016 (Germany)             Production Co:  MDR Fernsehen                    Runtime: 88 min  Color: Color 
Thor Heyerdahl 80 år ung (1994) ,Documentary Biography ,not rated,"Bengt Jonsson, Steinar Hybertsen, Bengt Jonsson"," Official Sites: Official NRK (Norwegian)    Country: Norway  Language: Norwegian , English  Release Date: 5 October 1994 (Norway)             Production Co:  Sebra Film, Norsk Rikskringkasting (NRK), Finlands Svenska Television (FST)                    Runtime: 52 min  Color: Color "
Dominique Corti: a Life's Journey (2016) ,Documentary Biography ,not rated,"Filippo Campo, Roberto Campo, Filippo Campo"," Official Sites: Official site    Country: Canada , Italy , Uganda  Language: Italian           Runtime: 52 min  Color: Color "
Guilty Pleasure: The Dominick Dunne Story (2002) ,Documentary Biography ,6.8,"Barry Avrich, Barry Avrich, David Brown", Country: USA  Language: English  Release Date: 10 December 2002 (USA)             Production Co:  Melbar Entertainment Group                    Runtime: 60 min  Sound Mix: Mono  Color: Color 
Bob Hope's Birthday Memories (1994) ,Documentary Biography Comedy ,5.3,"Martha Bolton, Martha Bolton, Bob Hope"," Country: USA  Language: English  Release Date: 14 May 1994 (USA)             Production Co:  Hope Enterprises                    Sound Mix: Stereo  Color:  Black and White , Color "
Il segreto di Mussolini (2005) ,Documentary Biography Drama ,not rated,"Fabrizio Laurenti, Gianfranco Norelli, Benito Mussolini"," Country: Italy  Language: Italian  Release Date: 14 January 2005 (Italy)             Also Known As: El secreto de Mussolini                 Filming Locations: Trento, Trentino - Alto Adige, Italy           Runtime: 108 min  Color:  Black and White , Color "
Alles in einer Hand - Der Pianist Paul Wittgenstein (2010) ,Documentary Biography ,not rated,-," Country: Austria , Germany  Language: German  Release Date: 10 May 2010 (Germany)             Also Known As: All in One Hand: The Pianist Paul Wittgenstein                 Production Co:  ARTE, Bayerischer Rundfunk (BR), Bernhard Fleischer Moving Images                    Color: Color "
Being Paul Gascoigne (2013) ,Documentary Biography Sport ,7.7,"Jane Preston, Jan Goodman, Bianca Gascoigne"," Country: UK  Language: English  Release Date: 24 September 2013 (UK)             Production Co:  Shiver, ITV - Independent Television                    Color: Color "
On Camera: Photographers at the BBC (2017) ,Documentary Biography History ,7.0,"Chloe Penman, Victoria Coren Mitchell, Eve Arnold"," Official Sites: Official Site    Country: UK  Language: English  Release Date: 16 March 2017 (UK)             Production Co:  BBC Studios                    Runtime: 60 min  Sound Mix: Mono (archive footage), Stereo  Color: Color ,  Black and White (archive footage)    "
Aino (1988) ,Documentary Biography ,not rated,"SuviSirkku Talas, Erkki Toivanen, Aino Turtiainen-Visala"," Country: Finland  Release Date: 1988 (Finland)             Production Co:  Yleisradio (YLE), BBC Wales                    Color: Color "
"René Lalique, l'homme de verre (2004) ",Documentary Biography ,not rated,"Alexie Lorca, Claude Théret, Alexie Lorca"," Country: France  Language: French  Release Date: 2004 (France)             Filming Locations: Hôtel des Ventes Drouot - 9 Rue Drouot, Paris 9, Paris, France           Production Co:  Alizé Productions, Centre National du Cinéma et de l'Image Animée, France 3 Lorraine Champagne Ardenne                    Runtime: 53 min  Color: Color ,  Black and White (archive material)    "
Being David Hasselhoff (2019) ,Documentary Biography ,not rated,-, Official Sites: Official site [Germany]    Country: Germany  Release Date: 11 August 2019 (Germany)             Production Co:  Spoonfilm Medienproduktion                    Runtime: 50 min  Color: Color 
"No Fences, No Boundaries: Walter Burley Griffin (1976) ",Documentary Biography ,not rated,-," Country: Australia  Language: English  Release Date: 1976 (Australia)             Also Known As: No Fences, No Boundaries                 Production Co:  Australian Broadcasting Commission                    Color: Color  Aspect Ratio: 1.33 : 1     "
Es hätte schlimmer kommen können - Mario Adorf (2020) ,Documentary Biography ,not rated,"Dominik Wessely, Herbert Schwering, Dominik Wessely", Country: Germany  Language: German  Release Date: 10 August 2020 (Germany)             Also Known As: Mario Adorf: Une vie de cinéma                 Production Co:  Coin Film                    Runtime: 52 min  Color: Color  Aspect Ratio: 16 : 9     
Mr. Philadelphia (2007) ,Documentary Biography ,not rated,-," Country: USA  Language: English  Release Date: October 2007 (USA)             Filming Locations: New York, USA           Budget:$500,000             (estimated)  Production Co:  Johnny Boston Productions                    Color: Color "
Franco Building with Jonathan Meades (2019) ,Documentary Biography History ,6.6,"Francis Hanly, Jonathan Meades, Francisco Franco", Official Sites: Radio Times    Country: UK  Language: English  Release Date: 27 August 2019 (UK)             Filming Locations: Spain  Production Co:  BBC Studios                    Runtime: 85 min  Color: Color 
